Image_Path,Next_Image_Path
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 006.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 007.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 007.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 008.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 008.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 009.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 009.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 010.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 010.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 011.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 011.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000033 012.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 001.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 002.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 002.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 003.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 003.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 004.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 004.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 005.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 005.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 006.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 006.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 007.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 007.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 008.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 008.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 009.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 009.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 010.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 010.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 011.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 011.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000034 012.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 001.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 002.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 002.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 003.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 003.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 004.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 004.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 005.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 005.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 006.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 006.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 007.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 007.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 008.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 008.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 009.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 009.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 010.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 010.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 011.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 011.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000035 012.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 001.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 002.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 002.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 003.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 003.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 004.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 004.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 005.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 005.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 006.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 006.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 007.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 007.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 008.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 008.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 009.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 009.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 010.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 010.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 011.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 011.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000036 012.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 001.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 002.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 002.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 003.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 003.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 004.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 004.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 005.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 005.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 006.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 006.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 007.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 007.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 008.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 008.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 009.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 009.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 010.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 010.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 011.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 011.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000037 012.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 001.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 002.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 002.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 003.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 003.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 004.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 004.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 005.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 005.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 006.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 006.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 007.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 007.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 008.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 008.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 009.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 009.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 010.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 010.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 011.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 011.jpeg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000038 012.jpeg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000039 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 012.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 013.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 013.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000040 014.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000041 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000042 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 012.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 013.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 013.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000043 014.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000044 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000045 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000046 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 002.jpg
